Year,LatGIS,LonGIS,Location,Species,Outcome
1900,-11.58,131.12,Northern Territory Australia,Other,Non-fatal
1900,-19.3,146.91,Queensland Australia,Other,Non-fatal
1900,-33.8,151.15,Sydney Australia,Other,Non-fatal
1901,34.92,33.64,Cyprus,Other,Fatal
1901,-27.48,153,Brisbane Australia,Other,Fatal
1901,27.51,-80.3,Florida USA,Other,Non-fatal
1901,-11.58,131.12,Northern Territory Australia,Other,Non-fatal
1901,-27.5,153.02,Brisbane Australia,Other,Non-fatal
1902,39.15,2.93,Balearic Islands Spain,Other,Fatal
1902,31.37,27.24,Egypt,Other,Non-fatal
1903,23.14,-82.34,Havana Cuba,Other,Fatal
1903,34.99,25.75,Crete Greece,Other,Fatal
1903,34.99,25.75,Crete Greece,Other,Fatal
1903,-27.7,153.28,Queensland Australia,Other,Fatal
1903,-34.68,150.86,New South Wales Australia,Other,Non-fatal
1904,23.14,-82.34,Havana Cuba,Other,Fatal
1904,22.53,-79.46,Cuba,Other,Fatal
1904,22.53,-79.46,Cuba,Other,Fatal
1904,-27.42,153.12,Brisbane Australia,Other,Non-fatal
1905,-29.86,31.03,Durban South Africa,Other,Fatal
1905,30.32,-81.39,Jacksonville Florida USA,Other,Non-fatal
1905,-28.82,153.27,New South Wales Australia,Other,Non-fatal
1906,-29.86,31.04,Durban South Africa,Other,Fatal
1906,-9.95,142.17,Torres Strait Australia,Other,Fatal
1906,-14.69,145.51,Queensland Australia,Other,Fatal
1906,-35.7,150.2,New South Wales Australia,Other,Non-fatal
1907,-19.26,146.82,Townsville Australia,Other,Fatal
1907,-45.37,170.87,Dunedin New Zealand,Other,Fatal
1907,16.17,-95.19,Oaxaca Mexico,Other,Non-fatal
1907,18.19,-73.75,Haiti,Other,Non-fatal
1907,-9.92,144.05,Papua New Guinea,Other,Non-fatal
1907,35.92,14.68,Malta,White Shark,Fatal
1907,35.92,14.68,Malta,White Shark,Fatal
1909,34.28,11.32,Mediterranean Sea,White Shark,Fatal
1910,-32.92,151.79,Newcastle Australia,Other,Fatal
1910,-21.6,149.23,Queensland Australia,Other,Non-fatal
1911,29.35,-94.74,Galveston Texas USA,Other,Fatal
1911,-10.58,142.22,Torres Strait Australia,Other,Non-fatal
1912,-19.26,146.83,Townsville Australia,Other,Fatal
1912,-33.84,151.3,Sydney Australia,Other,Non-fatal
1912,-27.33,153.09,Brisbane Australia,Other,Non-fatal
1912,-33.84,151.17,Sydney Australia,Requiem,Fatal
1913,-33.84,151.24,Sydney Australia,Other,Fatal
1913,-35.15,138.47,South Australia,Other,Non-fatal
1913,-45.11,170.98,Otago New Zealand,Other,Non-fatal
1914,30.03,-90.08,New Orleans Louisiana USA,Other,Fatal
1914,-35.95,145,Victoria Australia,Other,Fatal
1914,-19.14,146.84,Townsville Australia,Other,Non-fatal
1914,-33.84,151.14,Sydney Australia,Other,Non-fatal
1914,-27.23,153.26,Brisbane Australia,Other,Non-fatal
1915,-27.32,153.07,Brisbane Australia,Other,Non-fatal
1915,-27.23,153.26,Brisbane Australia,Other,Non-fatal
1915,-33.8,151.29,Sydney Australia,Requiem,Non-fatal
1916,39.55,-74.25,New Jersey USA,Other,Fatal
1916,39.95,-74.17,New Jersey USA,Other,Fatal
1916,-19.24,146.81,Townsville Australia,Other,Fatal
1916,-23.13,150.75,Queensland Australia,Other,Fatal
1916,-33.87,151.25,Sydney Australia,Other,Fatal
1916,40.58,-73.95,New York USA,Other,Non-fatal
1916,-19.25,146.82,Townsville Australia,Other,Non-fatal
1916,40.42,-74.22,New Jersey USA,White Shark,Fatal
1916,40.42,-74.22,New Jersey USA,White Shark,Fatal
1916,40.42,-74.22,New Jersey USA,White Shark,Non-fatal
1917,32.11,-80.83,South Carolina USA,Other,Non-fatal
1917,40.36,-73.97,New York USA,Other,Non-fatal
1917,41,-72.57,Connecticut USA,Other,Non-fatal
1917,32.9,13.16,Libya,Other,Non-fatal
1917,-20.3,118.6,Western Australia,Other,Non-fatal
1918,-16.71,146.06,Queensland Australia,Other,Fatal
1918,-32.93,151.79,Newcastle Australia,Other,Non-fatal
1918,-28.18,153.56,New South Wales Australia,Other,Non-fatal
1919,-33.84,151.24,Sydney Australia,Other,Fatal
1919,-31.42,152.9,New South Wales Australia,Other,Fatal
1919,32.76,-79.92,South Carolina USA,Other,Non-fatal
1919,-32.93,151.79,Newcastle Australia,Other,Non-fatal
1920,-32.92,151.76,Newcastle Australia,Other,Fatal
1920,-19.86,152.42,Queensland Australia,Other,Fatal
1920,26.96,-82.39,Florida USA,Other,Non-fatal
1920,-33.91,18.43,Cape Town South Africa,Other,Non-fatal
1920,-29.22,31.5,Durban South Africa,Other,Non-fatal
1920,-35.03,117.33,Western Australia,Other,Non-fatal
1920,-19.12,146.77,Townsville Australia,Other,Non-fatal
1920,-28.83,153.27,New South Wales Australia,Other,Non-fatal
1920,-32,115.75,Western Australia,Wobbegong,Non-fatal
1921,19.85,-72.31,Haiti,Other,Fatal
1921,14.6,120.83,Philippines,Other,Fatal
1921,-16.92,146.25,Queensland Australia,Other,Fatal
1921,-27.45,153.05,Brisbane Australia,Other,Fatal
1921,-18.38,146.24,Queensland Australia,Other,Non-fatal
1921,-27.45,153.05,Brisbane Australia,Other,Non-fatal
1922,-25.28,152.84,Queensland Australia,Blue,Fatal
1922,-19.26,146.83,Townsville Australia,Other,Fatal
1922,-32.91,151.79,Newcastle Australia,Sand Tiger,Non-fatal
1922,-33.92,151.26,Sydney Australia,White Shark,Fatal
1922,-33.92,151.26,Sydney Australia,White Shark,Fatal
1923,-31.99,115.78,Western Australia,Other,Fatal
1923,-18.54,147.41,Queensland Australia,Other,Fatal
1923,-19.26,146.83,Townsville Australia,Other,Non-fatal
1923,-18.67,147.23,Queensland Australia,Other,Non-fatal
1924,18.22,-66.59,Puerto Rico,Other,Fatal
1924,-20.01,150.4,Queensland Australia,Other,Fatal
1924,-33.81,151.03,Sydney Australia,Other,Fatal
1924,32.65,-79.94,South Carolina USA,Other,Non-fatal
1924,8.8,-79.53,Panama,Other,Non-fatal
1924,-33.9,151.27,Sydney Australia,Other,Non-fatal
1924,-33.32,115.62,Western Australia,Wobbegong,Non-fatal
1925,-31.99,115.75,Western Australia,Other,Fatal
1925,-32.93,151.79,Newcastle Australia,Other,Fatal
1925,-8.02,-34.85,Recife Brazil,Other,Non-fatal
1925,-8.02,-34.85,Recife Brazil,Other,Non-fatal
1925,-8.02,-34.85,Recife Brazil,Other,Non-fatal
1925,-33.92,151.26,Sydney Australia,Other,Non-fatal
1926,39.27,-74.44,New Jersey USA,Other,Fatal
1926,1.39,103.98,Singapore,Other,Fatal
1926,-34.96,138.51,South Australia,Other,Fatal
1926,19.73,-155.06,Hawaii USA,Other,Non-fatal
1926,37.75,-122.23,California USA,Other,Non-fatal
1926,-29.39,153.31,New South Wales Australia,Other,Non-fatal
1926,44.36,8.57,Liguria Italy,White Shark,Fatal
1927,-34.06,151.09,Sydney Australia,Other,Fatal
1927,-17.97,122.25,Western Australia,Other,Non-fatal
1927,-10.59,142.22,Torres Strait Australia,Other,Non-fatal
1927,-37.12,149.89,New South Wales Australia,Other,Non-fatal
1927,-27.47,153.03,Brisbane Australia,Other,Non-fatal
1927,-32.94,151.77,Newcastle Australia,Sand Tiger,Non-fatal
1928,14.37,120.58,Philippines,Other,Fatal
1928,-32.93,151.79,Newcastle Australia,Other,Fatal
1928,19.75,-72.18,Haiti,Other,Non-fatal
1928,22.2,88.2,India,Other,Non-fatal
1928,-14.37,144.65,Queensland Australia,Other,Non-fatal
1928,-20.02,148.28,Queensland Australia,Other,Non-fatal
1928,-33.89,151.28,Sydney Australia,Other,Non-fatal
1928,8.8,-79.56,Panama,Requiem,Fatal
1929,-10.16,142.17,Torres Strait Australia,Other,Fatal
1929,-19.26,146.83,Townsville Australia,Other,Fatal
1929,-19.15,146.87,Townsville Australia,Other,Fatal
1929,-33.86,151.18,Sydney Australia,Other,Fatal
1929,-33.95,151.26,Sydney Australia,Other,Fatal
1929,-33.89,151.28,Sydney Australia,Other,Fatal
1929,-33.89,151.28,Sydney Australia,Other,Fatal
1929,-18.13,178.42,Fiji,Other,Fatal
1929,25.15,-80.27,Florida USA,Other,Non-fatal
1929,32.76,-79.86,South Carolina USA,Other,Non-fatal
1929,-34.42,137.92,South Australia,Other,Non-fatal
1929,-34.42,137.92,South Australia,Other,Non-fatal
1929,-21.02,149.89,Queensland Australia,Other,Non-fatal
1929,-33.73,151.3,Sydney Australia,Other,Non-fatal
1930,-9.96,142.19,Torres Strait Australia,Other,Fatal
1930,-34.11,18.82,Cape Town South Africa,Other,Non-fatal
1930,-29.86,31.04,Durban South Africa,Other,Non-fatal
1930,-33.85,151.08,Sydney Australia,Other,Non-fatal
1930,-37.9,144.98,Victoria Australia,White Shark,Fatal
1931,26.61,-80.03,Florida USA,Hammerhead,Non-fatal
1931,23.15,-82.38,Havana Cuba,Other,Fatal
1931,23.13,-82.33,Havana Cuba,Other,Fatal
1931,-2.48,-44.22,Maranhão Brazil,Other,Fatal
1931,-17.5,146.37,Queensland Australia,Other,Non-fatal
1931,-23.13,150.75,Queensland Australia,Other,Non-fatal
1932,-8.41,115.19,Bali Indonesia,Other,Fatal
1932,14.34,120.52,Philippines,Other,Fatal
1932,12.88,121.77,Philippines,Other,Non-fatal
1932,-12.17,132.78,Northern Territory Australia,Other,Non-fatal
1932,-35.39,139.05,South Australia,Other,Non-fatal
1932,-33.02,151.72,Newcastle Australia,Other,Non-fatal
1933,-19.24,146.81,Townsville Australia,Other,Fatal
1933,32.65,-79.94,South Carolina USA,Other,Non-fatal
1933,32.74,-79.87,South Carolina USA,Other,Non-fatal
1933,33.44,-79.11,South Carolina USA,Other,Non-fatal
1933,-28.13,153.48,New South Wales Australia,Other,Non-fatal
1934,28.09,-80.56,Florida USA,Other,Fatal
1934,-30.11,30.86,Durban South Africa,Other,Fatal
1934,-11.16,132.31,Northern Territory Australia,Other,Fatal
1934,-33.96,150.98,New South Wales Australia,Other,Fatal
1934,-33.79,151.29,Sydney Australia,Other,Fatal
1934,-33.75,151.3,Sydney Australia,Other,Fatal
1934,-33.49,151.3,Sydney Australia,Other,Fatal
1934,11.54,-85.4,Nicaragua,Other,Non-fatal
1934,11.54,-85.4,Nicaragua,Other,Non-fatal
1934,-30.1,30.86,Durban South Africa,Other,Non-fatal
1934,-38.27,144.63,Victoria Australia,Other,Non-fatal
1934,-20.2,148.44,Queensland Australia,Other,Non-fatal
1934,-33.94,150.97,New South Wales Australia,Other,Non-fatal
1934,-33.97,151,New South Wales Australia,Other,Non-fatal
1934,-33.49,151.31,Sydney Australia,Other,Non-fatal
1934,-10.63,142.64,Torres Strait Australia,Tiger,Fatal
1934,-18.2,146.14,Queensland Australia,Tiger,Fatal
1934,-28.13,153.49,New South Wales Australia,Tiger,Non-fatal
1934,44.51,14.31,Croatia,White Shark,Fatal
1935,34.6,-77.22,North Carolina USA,Other,Fatal
1935,-17.5,146.37,Queensland Australia,Other,Non-fatal
1935,-20.9,148.97,Queensland Australia,Other,Non-fatal
1935,-33.95,151.26,Sydney Australia,White Shark,Fatal
1935,-33.71,151.31,Sydney Australia,White Shark,Fatal
1936,-32.92,151.76,Newcastle Australia,Other,Fatal
1936,21.03,-156.6,Hawaii USA,Other,Non-fatal
1936,-11.61,130.03,Northern Territory Australia,Other,Non-fatal
1936,-12.29,143.41,Queensland Australia,Other,Non-fatal
1936,-37.84,144.93,Victoria Australia,Other,Non-fatal
1936,-16.71,146.06,Queensland Australia,Other,Non-fatal
1936,-33.96,151.16,Sydney Australia,Other,Non-fatal
1936,-9.57,143.66,Torres Strait Australia,Tiger,Fatal
1936,41.66,-70.76,Massachusetts USA,White Shark,Fatal
1936,-34.95,138.5,South Australia,White Shark,Fatal
1936,-33.8,151.29,Sydney Australia,White Shark,Fatal
1937,-19.25,146.83,Townsville Australia,Other,Fatal
1937,-28.16,153.53,New South Wales Australia,Other,Fatal
1937,-21.15,149.24,Queensland Australia,Other,Non-fatal
1937,-23.32,150.48,Queensland Australia,Other,Non-fatal
1937,-28.64,153.62,New South Wales Australia,Other,Non-fatal
1937,-28.64,153.62,New South Wales Australia,Other,Non-fatal
1937,-28.16,153.53,New South Wales Australia,Tiger,Fatal
1937,-32.94,151.77,Newcastle Australia,White Shark,Fatal
1937,-28.64,153.63,New South Wales Australia,White Shark,Non-fatal
1938,30.53,47.84,Iraq,Bull,Non-fatal
1938,30.53,47.84,Iraq,Bull,Non-fatal
1938,36.05,120.36,California USA,Other,Fatal
1938,-18.15,146.3,Queensland Australia,Other,Non-fatal
1939,-10.13,148.03,Papua New Guinea,Other,Fatal
1939,-21.15,149.21,Queensland Australia,Other,Fatal
1939,-9.98,142.22,Torres Strait Australia,Other,Non-fatal
1939,-25.94,153.14,Queensland Australia,Other,Non-fatal
1939,-12.62,143.46,Queensland Australia,Tiger,Non-fatal
1940,-33.96,151.16,Sydney Australia,Bull,Fatal
1940,8.6,-79.61,Panama,Other,Fatal
1940,-30.14,30.84,Durban South Africa,Other,Fatal
1940,-30.08,30.87,Durban South Africa,Other,Fatal
1940,-30.05,30.89,Durban South Africa,Other,Fatal
1940,-30.05,30.89,Durban South Africa,Other,Fatal
1940,-34.01,151.2,Sydney Australia,Other,Fatal
1940,-32.91,151.79,Newcastle Australia,Other,Fatal
1940,32.64,-79.96,South Carolina USA,Other,Non-fatal
1940,32.65,-79.95,South Carolina USA,Other,Non-fatal
1940,-10.59,142.23,Torres Strait Australia,Other,Non-fatal
1940,-28,153.43,New South Wales Australia,Other,Non-fatal
1941,30.77,47.65,Iraq,Other,Fatal
1941,-10.12,142.15,Torres Strait Australia,Other,Fatal
1941,-9.67,147.41,Papua New Guinea,Other,Fatal
1941,30.98,47.38,Iraq,Other,Non-fatal
1941,-24.89,113.65,Western Australia,Other,Non-fatal
1941,-10.12,142.15,Torres Strait Australia,Other,Non-fatal
1941,-27.5,153.02,Brisbane Australia,Other,Non-fatal
1942,-33.94,18.38,Cape Town South Africa,Other,Fatal
1942,-33.78,151.23,Sydney Australia,Other,Fatal
1942,-33.8,151.23,Sydney Australia,Other,Fatal
1942,23.5,-79.54,Cuba,Other,Non-fatal
1942,-16.78,145.7,Queensland Australia,Other,Non-fatal
1942,-16.78,146.23,Queensland Australia,Tiger,Non-fatal
1943,8.48,-78.89,Panama,Other,Fatal
1943,-30.04,30.9,Durban South Africa,Other,Fatal
1943,-12.94,-38.5,Bahia Brazil,Other,Non-fatal
1943,-12.44,130.84,Northern Territory Australia,Other,Non-fatal
1944,-29.85,31.04,Durban South Africa,Other,Fatal
1944,-29.85,31.04,Durban South Africa,Other,Fatal
1944,-29.85,31.04,Durban South Africa,Other,Fatal
1944,-29.83,31.04,Durban South Africa,Other,Non-fatal
1944,-29.83,31.04,Durban South Africa,Other,Non-fatal
1944,-32.18,152.51,New South Wales Australia,Other,Non-fatal
1945,30.53,47.84,Iraq,Bull,Non-fatal
1945,9.08,-80.58,Panama,Other,Non-fatal
1945,-30.28,30.76,Durban South Africa,Other,Non-fatal
1945,-25.43,-48.2,Paraná Brazil,Tiger,Non-fatal
1946,-22.97,-43.18,Rio de Janeiro Brazil,Other,Fatal
1946,-16.73,145.66,Queensland Australia,Other,Fatal
1946,-16.78,145.7,Queensland Australia,Other,Fatal
1946,-33.99,151.08,Sydney Australia,Other,Fatal
1946,-29.85,31.04,Durban South Africa,Other,Non-fatal
1946,-29.85,31.04,Durban South Africa,Other,Non-fatal
1946,-29.84,31.04,Durban South Africa,Other,Non-fatal
1946,-29.86,31.04,Durban South Africa,Other,Non-fatal
1946,31.32,48.67,Iran,Other,Non-fatal
1946,-34.98,138.51,South Australia,Other,Non-fatal
1946,-31.95,115.87,Western Australia,Requiem,Non-fatal
1947,-8.17,-34.91,Recife Brazil,Other,Fatal
1947,-31.32,152.84,New South Wales Australia,Other,Fatal
1947,-29.83,31.04,Durban South Africa,Other,Non-fatal
1947,-29.83,31.04,Durban South Africa,Other,Non-fatal
1947,-29.81,31.04,Durban South Africa,Other,Non-fatal
1947,-29.83,31.04,Durban South Africa,Other,Non-fatal
1947,-29.85,31.04,Durban South Africa,Other,Non-fatal
1947,-31.32,152.84,New South Wales Australia,Other,Non-fatal
1948,37.9,23.68,Greece,Other,Fatal
1948,30.46,49.16,Iran,Other,Fatal
1948,-32.91,151.79,Newcastle Australia,Other,Fatal
1948,-26.81,153.14,Queensland Australia,Other,Fatal
1948,30.32,48.29,Iran,Other,Non-fatal
1948,30.33,48.33,Iran,Other,Non-fatal
1949,30.35,48.31,Iran,Other,Fatal
1949,-16.73,145.66,Queensland Australia,Other,Fatal
1949,-16.81,145.73,Queensland Australia,Other,Fatal
1949,-10.18,148.71,Papua New Guinea,Other,Fatal
1949,-10.18,148.71,Papua New Guinea,Other,Fatal
1949,-32.94,151.77,Newcastle Australia,Other,Fatal
1949,22.27,-97.79,Tamaulipas Mexico,Other,Non-fatal
1949,32.34,-80.9,South Carolina USA,Other,Non-fatal
1949,20.93,-74.12,Cuba,Other,Non-fatal
1949,30.33,48.28,Iran,Other,Non-fatal
1949,-17.96,122.24,Western Australia,Other,Non-fatal
1949,-39.94,147.88,Tasmania Australia,Other,Non-fatal
1949,-33.89,151.28,Sydney Australia,Other,Non-fatal
1949,-33.65,151.33,Sydney Australia,Other,Non-fatal
1949,-9.65,160.16,Solomon Islands,Other,Non-fatal
1949,-34,151.21,Sydney Australia,Wobbegong,Non-fatal
1950,26.81,50.16,Saudi Arabia,Blacktip ,Non-fatal
1950,-28.09,153.45,New South Wales Australia,Mako,Non-fatal
1950,6.34,-10.8,Liberia,Other,Fatal
1950,37.93,23.65,Greece,Other,Fatal
1950,-29.86,31.04,Durban South Africa,Other,Fatal
1950,1.25,103.87,Singapore,Other,Fatal
1950,34.45,-120.46,California USA,Other,Non-fatal
1950,32.55,-117.13,California USA,Other,Non-fatal
1950,9.31,-80.01,Panama,Other,Non-fatal
1950,40.58,-73.82,New York USA,Other,Non-fatal
1950,-25.02,-47.93,São Paulo Brazil,Other,Non-fatal
1950,33,130.35,Japan,Other,Non-fatal
1950,-6.09,106.84,Indonesia,Tiger,Fatal
1950,-28.1,153.47,New South Wales Australia,Tiger,Fatal
1950,43.12,5.92,Provence France,White Shark,Non-fatal
1950,43.11,5.92,Provence France,White Shark,Non-fatal
1951,-29.87,31.07,Durban South Africa,Other,Fatal
1951,-19.24,146.81,Townsville Australia,Other,Fatal
1951,-32.95,151.76,Newcastle Australia,Other,Fatal
1951,-30.11,30.86,Durban South Africa,Other,Non-fatal
1951,-29.86,31.04,Durban South Africa,Other,Non-fatal
1951,-33.43,151.34,Sydney Australia,Other,Non-fatal
1951,39.62,19.91,Corfu Greece,White Shark,Fatal
1951,39.62,19.91,Corfu Greece,White Shark,Non-fatal
1951,-33.89,151.28,Sydney Australia,Wobbegong,Non-fatal
1952,12.17,-68.99,Aruba,Bull,Non-fatal
1952,26.01,-81.76,Florida USA,Other,Non-fatal
1952,29.78,-81.25,Florida USA,Other,Non-fatal
1952,-10.19,148.36,Papua New Guinea,Other,Non-fatal
1952,-29.1,153.43,New South Wales Australia,Other,Non-fatal
1952,44.25,9.41,Liguria Italy,Requiem,Non-fatal
1952,36.63,-121.91,California USA,White Shark,Fatal
1953,31.3,48.67,Iran,Bull,Non-fatal
1953,31.3,48.67,Iran,Bull,Non-fatal
1953,21.41,-158.18,Hawaii USA,Other,Fatal
1953,19.1,-104.35,Jalisco Mexico,Other,Fatal
1953,-9.65,160.16,Solomon Islands,Other,Fatal
1953,-28.11,153.47,New South Wales Australia,Other,Non-fatal
1953,-11.36,154.18,Papua New Guinea,Tiger,Fatal
1953,-33.95,151.26,Sydney Australia,White Shark,Non-fatal
1954,32.07,48.86,Iran,Bull,Fatal
1954,32.07,48.86,Iran,Bull,Fatal
1954,32.07,48.86,Iran,Bull,Non-fatal
1954,45.65,13.73,Istria Croatia,Other,Fatal
1954,1.25,103.87,Singapore,Other,Fatal
1954,32.74,130.11,Japan,Other,Fatal
1954,-9.48,147.16,Papua New Guinea,Other,Fatal
1954,-33.09,151.65,Newcastle Australia,Other,Fatal
1954,33.94,-118.47,California USA,Other,Non-fatal
1954,32.83,-117.27,California USA,Other,Non-fatal
1954,30.03,-90.06,New Orleans Louisiana USA,Other,Non-fatal
1954,32.27,-64.78,Bermuda,Other,Non-fatal
1954,-31.65,29.52,South Africa,Other,Non-fatal
1954,-29.79,31.05,Durban South Africa,Other,Non-fatal
1954,-6.31,143.96,Papua New Guinea,Other,Non-fatal
1954,-38.4,145.16,Victoria Australia,Other,Non-fatal
1954,-5.75,150.77,Papua New Guinea,Other,Non-fatal
1954,19.3,166.62,Marshall Islands,Other,Non-fatal
1954,-33.46,151.44,Sydney Australia,Requiem,Non-fatal
1954,-24.73,-47.56,São Paulo Brazil,Sand Tiger,Non-fatal
1954,-38.28,-57.83,Buenos Aires Argentina,White Shark,Non-fatal
1955,-14.34,-170.71,American Samoa,Blue,Fatal
1955,-14.34,-170.72,American Samoa,Other,Fatal
1955,12.8,45.01,Yemen,Other,Fatal
1955,-33.78,151.22,Sydney Australia,Other,Fatal
1955,-33.42,151.44,Sydney Australia,Other,Fatal
1955,21.11,-156.73,Hawaii USA,Other,Non-fatal
1955,41.05,-124.13,California USA,Other,Non-fatal
1955,33.96,-118.46,California USA,Other,Non-fatal
1955,-10.36,149.6,Papua New Guinea,Other,Non-fatal
1955,-33.43,151.45,Sydney Australia,White Shark,Fatal
1955,-32.13,115.75,Western Australia,White Shark,Non-fatal
1956,11.74,92.66,Andaman Islands India,Blue,Fatal
1956,39.5,19.82,Corfu Greece,Other,Fatal
1956,-21.13,149.18,Queensland Australia,Other,Fatal
1956,29.07,-80.9,Florida USA,Other,Non-fatal
1956,-34.06,151.16,Sydney Australia,Other,Non-fatal
1956,35.85,14.57,Malta,White Shark,Fatal
1956,-38.32,144.71,Victoria Australia,White Shark,Fatal
1956,35.14,-120.65,California USA,White Shark,Non-fatal
1956,41.19,13.1,Italy,White Shark,Non-fatal
1957,32.05,48.85,Iran,Bull,Non-fatal
1957,32.05,48.86,Iran,Bull,Non-fatal
1957,-30.86,30.37,Durban South Africa,Other,Fatal
1957,-30.83,30.4,Durban South Africa,Other,Fatal
1957,-4.17,152.46,Papua New Guinea,Other,Fatal
1957,-9.65,160.16,Solomon Islands,Other,Fatal
1957,-9.65,160.16,Solomon Islands,Other,Fatal
1957,29.29,-81.04,Florida USA,Other,Non-fatal
1957,27.46,-80.29,Florida USA,Other,Non-fatal
1957,-30.86,30.37,Durban South Africa,Other,Non-fatal
1957,-30.13,30.85,Durban South Africa,Other,Non-fatal
1957,-34.3,150.94,New South Wales Australia,Other,Non-fatal
1957,-10.59,142.22,Torres Strait Australia,Tiger,Non-fatal
1957,35.11,-120.78,California USA,White Shark,Fatal
1957,34.68,-76.88,North Carolina USA,White Shark,Fatal
1957,-32.95,151.76,Newcastle Australia,Wobbegong,Non-fatal
1958,-31.05,30.23,Durban South Africa,Other,Fatal
1958,-30.83,30.4,Durban South Africa,Other,Fatal
1958,-30.28,30.76,Durban South Africa,Other,Fatal
1958,-3.19,40.91,Kenya,Other,Fatal
1958,-4.29,152.92,Papua New Guinea,Other,Fatal
1958,-28,153.43,New South Wales Australia,Other,Fatal
1958,32.68,-117.22,California USA,Other,Non-fatal
1958,27.22,-82.52,Florida USA,Other,Non-fatal
1958,45.43,12.5,Venice Italy,Other,Non-fatal
